,phrase,target
1467,R&D Loan ),neutral
1468,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012,neutral
1469,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement,neutral
1470,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007,neutral
1471,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries",neutral
1472,A total of $ 78 million will be invested in the project,neutral
1473,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system,neutral
1474,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said",neutral
1475,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees",neutral
1476,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking",neutral
1477,EUR 152.4 mn of this was net interest income,neutral
1478,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.",neutral
1479,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world",neutral
1480,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision,neutral
1481,HK Ruokatalo 's target is to know the consumers,neutral
1482,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m,neutral
1483,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote",neutral
1484,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",neutral
1485,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540",neutral
1486,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008",neutral
1487,The agreement is valid for four years,neutral
1488,The value of the order is about EUR 30mn,neutral
1489,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis,neutral
1490,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council",neutral
1491,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas,neutral
1492,The investment would be some EUR5m,neutral
1493,The value of the contract is about EUR 27mn,neutral
1494,"Financial , strategic and operational factors are considered",neutral
1495,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ),neutral
1496,The first of the two project phases is expected to be completed by the end of 2012,neutral
1497,The employee negotiations are to address measures needed to adjust the operations to the present production situation,neutral
1498,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries",neutral
1499,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services",neutral
1500,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71",neutral
1501,The value of the multi-year agreement is over EUR 2mn a year,neutral
1502,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009",neutral
1503,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc.",neutral
1504,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ',neutral
1505,The reductions will be concluded by autumn 2010,neutral
1506,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program,neutral
1507,Other details were not provided,neutral
1508,The combined value of the orders is EUR 45mn,neutral
1509,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh",neutral
1510,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007,neutral
1511,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy,neutral
1512,Okmetic has used the furnaces for the contract manufacturing of solar crystals,neutral
1513,( The acquisition sum has not been disclosed .,neutral
1514,The invention carries International Patent Publication No.,neutral
1515,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction",neutral
1516,The company specialises in temporary electrification and heating at construction sites,neutral
1517,It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006,neutral
1518,Financial terms were n't disclosed,neutral
1519,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia",neutral
1520,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages",neutral
1521,The customers will have an access to integrated propeller and gear packages from one source,neutral
1522,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position",neutral
1523,"When dialing in , the participants should quote 877417 as conference ID",neutral
1524,"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said",neutral
1525,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia,neutral
1526,"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 %",neutral
1527,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market",neutral
1528,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki",neutral
1529,The measures taken will cause one-time costs during the final part of 2006,neutral
1530,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color,neutral
1531,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding",neutral
1532,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec,neutral
1533,"The share capital of Basware Corporation is 11,720,829",neutral
1534,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com,neutral
1535,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing",neutral
1536,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia,neutral
1537,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 %",neutral
1538,The group 's net sales in 2007 were EUR683 .6 m,neutral
1539,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide,neutral
1540,It will report full-year results on August 22,neutral
1541,The value of the order is nearly EUR400m,neutral
1542,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details",neutral
1543,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400",neutral
1544,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland",neutral
1545,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS,neutral
1546,"In Penttil+ï¿½ 's vision , the most important reason for the transaction is Russia",neutral
1547,"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business",neutral
1548,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006,neutral
1549,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said",neutral
1550,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,neutral
1551,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges",neutral
1552,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty",neutral
1553,"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year",neutral
1554,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report,neutral
1555,The net sales of the Power Plants business were EUR 710.3 million in 2005,neutral
1556,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme",neutral
1557,- Cash flow from operating activities before investments was EUR 0.8 -1.2 million,neutral
1558,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218",neutral
1559,It is expected to be completed by the end of 2007,neutral
1560,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004",neutral
1561,This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights,neutral
1562,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI,neutral
1563,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.",neutral
1564,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-ï¿½323-ï¿½6201 USA",neutral
1565,No service pricing details were disclosed,neutral
1566,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer",neutral
1567,"The facility will be used to refinance Citycon 's existing credit facility , the company said",neutral
1568,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place",neutral
1569,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register,neutral
1570,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009",neutral
1571,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds",neutral
1572,Arena Partners Oy is a development company for electronic business,neutral
1573,Raisio is the site of the main production plants as well as company headquarters,neutral
1574,The building will house product development and test laboratories,neutral
1575,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don",neutral
1576,"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland",neutral
1577,The share subscription period will expire on 30 September 2007,neutral
1578,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel",neutral
1579,"She will succeed Krister Kylas , who has decided to leave TeliaSonera",neutral
1580,Union and company officials did not return calls yesterday,neutral
1581,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,neutral
1582,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland",neutral
1583,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers",neutral
1584,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences",neutral
1585,The presentation material can be viewed on the company 's website in English after the conference,neutral
1586,"The firm is headquartered in Vantaa , southern Finland and has 16 employees",neutral
1587,"In 2007 , Etteplan had turnover of EUR125 .2 m",neutral
1588,Coffee will be served starting at 14:30 EET as well as after the event,neutral
1589,Construction is scheduled to start in April-June 2007 and to be completed in early 2008,neutral
1590,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations,neutral
1591,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007",neutral
1592,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them,neutral
1593,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital",neutral
1594,The webcast may be followed online on the company website at www.ruukki.com/investors,neutral
1595,This corresponds to 6.81 percent of Okmetic 's share capital and voting rights,neutral
1596,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001,neutral
1597,The shares represented 4.998 % of total share capital and 2.14 % of total voting rights,neutral
1598,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely",neutral
1599,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares",neutral
1600,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group",neutral
1601,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported",neutral
1602,Marimekko is considering further measures in the matter,neutral
1603,The fine print is here,neutral
1604,`` We are selling an information systems development business to the Finns,neutral
1605,The enterprise value of Maritim Food AS has been determined as approximately EUR15m,neutral
1606,The company says the measures are no longer needed,neutral
1607,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights",neutral
1608,The company expects meat purchases to remain at about 8mn kilos in 2011,neutral
1609,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit",neutral
1610,"L+ï¿½nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish",neutral
1611,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . '",neutral
1612,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc.,neutral
1613,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International",neutral
1614,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team",neutral
1615,A few employees would remain at the Oulu plant in support functions for other group units,neutral
1616,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics",neutral
1617,"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860",neutral
1618,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China",neutral
1619,"SCOPI Chief Business Excellence Officer , Eng",neutral
1620,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital",neutral
1621,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo",neutral
1622,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices",neutral
1623,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital",neutral
1624,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand",neutral
1625,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000",neutral
1626,"In this way , the industry 's starting point has been the consumers ' needs",neutral
1627,Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards,neutral
1628,The financial details of the acquisition were not disclosed,neutral
1629,Total value of the contract is about EUR 10mn,neutral
1630,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland",neutral
1631,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd.",neutral
1632,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said",neutral
1633,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom",neutral
1634,"Nordstjernan will make the offer in approximately one month , in September 2007",neutral
1635,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005,neutral
1636,"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy",neutral
1637,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree",neutral
1638,The company 's model is based on developer contracting construction projects and customer focused project management,neutral
1639,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki",neutral
1640,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus",neutral
1641,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse,neutral
1642,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . '",neutral
1643,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk,neutral
1644,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms",neutral
1645,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT,neutral
1646,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen",neutral
1647,No financial details were revealed,neutral
1648,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara",neutral
1649,The new SEPA cads will replace Finnish bank cards,neutral
1650,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations",neutral
1651,"The total number of voting rights is 74,612,523",neutral
1652,"The parties have agreed not to disclose the price of the deal , the group said in a press release",neutral
1653,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia",neutral
1654,`` Our aim is to understand different traffic patterns based on the use of each building,neutral
1655,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red",neutral
1656,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy",neutral
1657,"So far as is known , he did not sell shares that he owns personally",neutral
1658,The project is expected to be completed in 2009,neutral
1659,"8,600 m , and at the time of investment it is fully leased to several tenants",neutral
1660,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley",neutral
1661,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005,neutral
1662,This amount will not be included in the pensionable salary,neutral
1663,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK,neutral
1664,The solution will be installed in the USA to support the North American operations of the customer,neutral
1665,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -ï¿½ Copyright of Globes Publisher Itonut 1983 Ltd. 200",neutral
1666,The total value of the deliveries is some EUR65m,neutral
1667,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq,neutral
1668,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same",neutral
1669,CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental,neutral
1670,"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia",neutral
1671,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space",neutral
1672,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com,neutral
1673,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook,neutral
1674,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results",neutral
1675,The Board of Directors was authorized to decide on other terms of the share issue,neutral
1676,Financial details were n't disclosed,neutral
1677,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn",neutral
1678,Terms of the acquisition were not disclosed,neutral
1679,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35,neutral
1680,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products",neutral
1681,"The company has the poser , who wants to impress people with the latest handset",neutral
1682,"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights",neutral
1683,The investment will be worth approximately EUR 100mn,neutral
1684,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said",neutral
1685,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper",neutral
1686,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices,neutral
1687,"The payment date is March 25 , 2010",neutral
1688,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China",neutral
1689,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India",neutral
1690,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories",neutral
1691,Terms were not disclosed,neutral
1692,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles",neutral
1693,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households",neutral
1694,A huge issue for us is the button placement,neutral
1695,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR",neutral
1696,"In addition , the contract includes modification of the effluent treatment plant at Follum",neutral
1697,New Novator products are supposed to be exported,neutral
1698,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998,neutral
1699,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342",neutral
1700,Investments are not disclosed,neutral
1701,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",neutral
1702,"The company will publish its financial statement for 2008 on February 25 , 2009",neutral
1703,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010",neutral
1704,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral
1705,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu,neutral
1706,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila",neutral
1707,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday",neutral
1708,The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry,neutral
1709,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece",neutral
1710,The business section also includes Ahlstrom 's sustainability report,neutral
1711,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people",neutral
1712,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights",neutral
1713,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones,neutral
1714,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents",neutral
1715,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006,neutral
1716,com and possibly also through photo-msn,neutral
1717,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland,neutral
1718,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line,neutral
1719,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors",neutral
1720,Sanoma announced the Stock Option Scheme 2008 on 19 December 2008,neutral
1721,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis",neutral
1722,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa",neutral
1723,The corrected chapter is in its entirety below,neutral
1724,Basware finances the acquisition with a bank loan,neutral
1725,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players",neutral
1726,Production is scheduled to start by the end of April 2007,neutral
1727,The plant will collect raw material from the Baltic Sea region,neutral
1728,"The mill will have capacity to produce 500,000 tonnes of pulp per year",neutral
1729,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day",neutral
1730,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities",neutral
1731,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000,neutral
1732,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman,neutral
1733,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space",neutral
1734,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001",neutral
1735,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 %",neutral
1736,"+ï¿½lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +ï¿½lo P+ï¿½rnits , chairman of the supervisory board of +ï¿½lemiste City and Mainor",neutral
1737,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights",neutral
1738,"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now",neutral
1739,The contract has been allotted as per lowest price criteria,neutral
1740,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term",neutral
1741,Autotank Group is part of Aspo 's Systems Division,neutral
1742,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab",neutral
1743,This includes a EUR 39.5 mn change in the fair value of investment properties,neutral
1744,"ISMS does not disclose its financial results , the daily said",neutral
1745,RSA 's shares closed at 156.9 p at the time of going to press,neutral
1746,"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays",neutral
1747,The report contains category level company and brand share as well as distribution share information for 2007 and 2008,neutral
1748,The orders also include a few high-power drives for the control of seismic compressors,neutral
1749,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP",neutral
1750,"When completed , the 120-meter Watchtower will be the highest building in Ireland",neutral
1751,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added",neutral
1752,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe,neutral
1753,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply,neutral
1754,"The firm 's UK head office is in Rugby Road , Lutterworth",neutral
1755,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter,neutral
